Station_Name,STATION_ID,Lat,Long,error_in_m,datum_period,station_datum,navd88,mhhw,mhw,mtl,msl,dtl,mlw,mllw,gt,mn
"BOCA CHICA, SOUTHWEST END",8724499,24.5633,-81.7133,0.0129,02/01/1971 - 01/31/1972,NA,1.234,1.188,1.105,0.973,0.98,0.992,0.841,0.796,0.392,0.264
DUCK KEY,8723927,24.765,-80.9133,0.0148,01/01/1971 - 12/31/1971,NA,1.206,1.192,1.133,0.929,0.932,0.939,0.725,0.685,0.507,0.408
ROCK HARBOR INSIDE,8723688,25.0817,-80.445,0.0312,02/01/1975 - 03/31/1975,NA,1.111,1.193,1.145,0.823,0.826,0.812,0.501,0.431,0.763,0.645
BAILEYS BLUFF GULFSIDE,8726978,28.205,-82.7833,0.018,03/01/1976 - 03/31/1976,NA,0.871,1.199,1.086,0.741,0.753,0.715,0.396,0.231,0.968,0.69
NORTH PALM BEACH,8722557,26.8267,-80.055,0.0105,09/01/1970 - 08/31/1973,NA,1.031,1.199,1.139,0.711,0.717,0.713,0.283,0.227,0.972,0.857
"HOBE SOUND BRIDGE, HOBE SOUND",8722429,27.065,-80.1233,0.0203,08/01/1969 - 07/31/1970,NA,1.313,1.202,1.165,0.937,0.939,0.935,0.708,0.668,0.535,0.457
"ECONFINA RIVER, INSIDE",8727956,30.0533,-83.91,0.0269,02/01/1977 - 03/31/1977,NA,0.622,1.204,1.127,0.749,0.697,0.718,0.37,0.232,0.972,0.757
CUDJOE KEY NO. POINT,8724328,24.7,-81.505,0.0189,01/01/1971 - 12/31/1971,NA,0.999,1.205,1.134,0.814,0.795,0.796,0.493,0.386,0.819,0.641
NORTH TURNBULL BAY,8721136,29.0833,-80.9667,0.0219,11/01/1978 - 04/30/1979,NA,1.137,1.207,1.152,0.977,0.971,0.992,0.802,0.776,0.431,0.351
"MANDALAY, AUCILLA RIVER",8727989,30.1267,-83.975,0.0183,02/01/1975 - 01/31/1976,NA,0.632,1.211,1.146,0.854,0.828,0.835,0.562,0.459,0.752,0.584
"ISLAMORADA, WHALE HARBOR CHANNEL",8723797,24.9383,-80.61,0.0235,12/01/1971 - 02/29/1972,NA,1.243,1.212,1.184,0.981,0.969,0.981,0.778,0.75,0.462,0.405
MISSOURI-LITTLE DUCK CHANNEL,8724099,24.68,-81.235,0.0208,02/01/1975 - 02/28/1975,NA,1.25,1.213,1.151,1.007,1.028,1.021,0.863,0.829,0.384,0.288
ALAFIA RIVER NORTH,8726614,27.87,-82.3283,0.0205,03/01/1977 - 04/30/1977,NA,0.868,1.216,1.123,0.803,0.814,0.783,0.483,0.349,0.867,0.64
"BRADENTON, MANATEE RIVER",8726247,27.5,-82.5733,0.0128,01/01/1977 - 12/31/1977,NA,0.997,1.22,1.14,0.889,0.9,0.878,0.638,0.536,0.684,0.502
"KEY WEST, WHITE STREET PIER",8724557,24.545,-81.7833,0.0128,09/01/1974 - 09/30/1974,NA,1.185,1.221,1.129,0.914,0.921,0.927,0.699,0.633,0.587,0.43
"GRASSY KEY NORTH SIDE, FLORIDA BAY",8723921,24.7717,-80.94,0.0194,01/01/1971 - 12/31/1971,NA,1.262,1.228,1.177,1.047,1.025,1.034,0.916,0.84,0.388,0.261
"FLORIDATOWN, ESCAMBIA BAY",8729824,30.5817,-87.18,0.0167,06/01/1977 - 07/31/1977,NA,0.903,1.229,1.21,1.014,1.004,1.008,0.817,0.787,0.443,0.393
"BIG PINE KEY, WEST SIDE",8724227,24.69,-81.3833,0.0196,11/01/1973 - 02/28/1974,NA,1.295,1.231,1.166,1.059,1.076,1.079,0.953,0.926,0.305,0.213
BIG LAGOON,8729909,30.3267,-87.3567,0.016,01/01/1994 - 02/28/1994,NA,0.962,1.232,1.223,1.073,1.063,1.066,0.923,0.91,0.312,0.301
"BINNEY DOCK, FT PIERCE INLET",8722213,27.4683,-80.3,0.0263,04/01/1999 - 05/31/1999,NA,1.222,1.232,1.179,0.871,0.888,0.872,0.563,0.512,0.721,0.616
"ALLANTON, EAST BAY",8729015,30.03,-85.465,0.0179,02/01/1976 - 01/31/1977,NA,0.96,1.234,1.199,1,0.999,1.001,0.801,0.768,0.466,0.397
CUTOFF SOUTH,8725685,26.855,-82.3033,0.0271,03/01/1978 - 05/31/1978,NA,1.167,1.236,1.159,1.02,1.023,1.009,0.881,0.782,0.454,0.277
CUDJOE KEY PIRATES COVE,8724332,24.6617,-81.515,0.0152,01/01/1971 - 12/31/1971,NA,1.179,1.236,1.166,1.016,0.999,1.022,0.866,0.809,0.427,0.3
"PEARL BAYOU, EAST BAY",8729085,30.0983,-85.6133,0.0129,07/01/1976 - 08/31/1976,NA,0.983,1.237,1.207,1.019,1.024,1.023,0.83,0.809,0.429,0.376
"TEQUESTA, N.FORK,LOXAHATCHEE R.",8722486,26.96,-80.105,0.0308,02/01/1969 - 02/28/1969,NA,1.211,1.237,1.185,0.927,0.92,0.934,0.669,0.631,0.606,0.515
CARD SOUND BRIDGE,8723534,25.2883,-80.37,0.0215,05/01/1970 - 04/30/1971,NA,1.369,1.237,1.224,1.143,1.143,1.141,1.062,1.044,0.192,0.161
"WETAPPO CREEK, EAST BAY",8728973,30.0383,-85.3933,0.0221,05/01/1976 - 05/31/1976,NA,0.936,1.241,1.187,0.964,0.993,0.989,0.741,0.737,0.504,0.446
"DAUPHIN ISLAND, MOBILE BAY",8735180,30.25,-88.075,0.0015,01/01/1983 - 12/31/1997,NA,1.031,1.244,1.238,1.059,1.049,1.06,0.88,0.877,0.367,0.358
SHAKETT CREEK,8725902,27.1267,-82.4467,0.0245,07/01/1977 - 08/31/1977; 11/01/1977 - 12/31/1977,NA,1.108,1.247,1.163,0.978,0.988,0.98,0.792,0.712,0.535,0.371
"GULFPORT HARBOR, MISSISSIPPI SOUND",8745557,30.36,-89.0817,0.0085,01/01/2006 - 12/31/2007; 01/01/2009 - 12/31/2010,NA,0.948,1.248,1.22,0.986,0.988,0.985,0.751,0.721,0.527,0.468
LITTLE HICKORY BAY,8725259,26.33,-81.8383,0.0235,03/01/1978 - 08/31/1978,NA,1.208,1.25,1.201,1.116,1.112,1.122,1.03,0.994,0.256,0.172
"FISHING BEND, SANTA ROSA SOUND",8729806,30.3367,-87.14,0.0145,05/01/1985 - 06/30/1985,NA,0.986,1.251,1.23,1.053,1.053,1.056,0.876,0.86,0.391,0.354
"CORTEZ, SARASOTA BAY",8726217,27.4667,-82.6867,0.0183,06/01/1990 - 10/31/1990,NA,1.088,1.252,1.163,0.941,0.948,0.933,0.719,0.615,0.637,0.444
FILLMANS BAYOU,8727086,28.4133,-82.6767,0.0197,07/01/1978 - 11/30/1978,NA,0.899,1.254,1.144,0.868,0.836,0.895,0.592,0.536,0.718,0.553
BLACKBURN POINT,8725943,27.1783,-82.495,0.0294,07/01/1977 - 07/31/1977; 09/01/1977 - 10/31/1977,NA,1.221,1.255,1.165,1.01,1.004,0.997,0.855,0.739,0.517,0.31
WHALE HARBOR MARINA,8723795,24.94,-80.6083,0.0253,05/01/1975 - 05/31/1975,NA,1.207,1.258,1.224,0.99,0.973,1.001,0.756,0.744,0.514,0.467
HERNANDEZ POINT NORTH,8729791,30.455,-87.1,0.0149,06/01/1977 - 07/31/1977,NA,0.969,1.262,1.245,1.069,1.063,1.064,0.892,0.865,0.396,0.353
"FILLMANS CREEK, NEW PORT RICHEY",8726988,28.23,-82.7533,0.019,03/01/1976 - 03/31/1976,NA,0.9,1.264,1.137,0.772,0.781,0.752,0.407,0.24,1.024,0.73
"RIVERIA CANAL, KEY WEST",8724529,24.565,-81.7517,0.0245,11/01/1974 - 12/31/1974,NA,1.301,1.269,1.182,1.054,1.063,1.075,0.926,0.881,0.388,0.256
"BAY WAVELAND YACHT CLUB, BAY ST. LOUIS",8747437,30.326389,-89.325778,1.00E-04,07/01/2006 - 06/30/2011; 01/01/2014 - 12/31/2015,NA,0.949,1.275,1.235,1.007,1.008,1.005,0.778,0.736,0.538,0.457
"POINT CHARLES, KEY LARGO",8723689,25.0817,-80.4467,0.0237,05/01/1975 - 07/31/1975,NA,1.2,1.278,1.249,0.93,0.935,0.917,0.612,0.556,0.721,0.637
"IMPERIAL RIVER, HEADWATERS",8725271,26.3433,-81.78,0.0239,03/01/1978 - 07/31/1978,NA,1.204,1.283,1.226,1.126,1.122,1.139,1.027,0.994,0.288,0.199
"MASSALINA BAYOU, ST. ANDREW BAY",8729107,30.1517,-85.66,0.0238,10/01/1976 - 10/31/1976,NA,1.037,1.287,1.263,1.079,1.079,1.087,0.895,0.887,0.401,0.369
OVERSTREET,8728957,29.9967,-85.37,0.0221,05/01/1976 - 05/31/1976,NA,0.98,1.288,1.258,1.055,1.051,1.047,0.852,0.806,0.481,0.407
"NIX POINT, PERDIDO BAY",8729962,30.3933,-87.425,0.0075,06/01/1973 - 05/31/1978,NA,1.059,1.289,1.285,1.179,1.176,1.18,1.074,1.071,0.218,0.211
"MARCO ISLAND, CAXAMBAS PASS",8724967,25.9083,-81.7283,0.008,02/01/1976 - 01/31/1979,NA,1.08,1.291,1.215,0.878,0.872,0.825,0.54,0.359,0.931,0.675
"MARCO, BIG MARCO RIVER",8724991,25.9717,-81.7283,0.0158,07/01/1989 - 07/31/1989,NA,1.097,1.294,1.227,0.915,0.905,0.871,0.603,0.448,0.846,0.623
CUDJOE BAY,8724313,24.66,-81.4917,0.018,10/01/1974 - 10/31/1974,NA,1.274,1.296,1.215,1.039,1.035,1.055,0.863,0.814,0.483,0.352
"NORTH FORK, ANCLOTE RIVER",8726908,28.1583,-82.7567,0.019,01/01/1976 - 01/31/1976,NA,0.979,1.297,1.195,0.902,0.912,0.885,0.609,0.473,0.825,0.587
"WHITFIELD ESTATES, SARASOTA BAY",8726159,27.4083,-82.58,0.0352,09/01/1977 - 09/30/1977,NA,1.173,1.299,1.214,1.016,1.02,0.978,0.818,0.657,0.641,0.397
"GAGE A, POINT CHARLES, KEY LARGO",8723693,25.0767,-80.455,0.0243,05/01/1975 - 07/31/1975,NA,1.223,1.307,1.277,0.976,0.977,0.971,0.675,0.635,0.672,0.603
"ST. MARKS LHTSE., APALACHEE BAY",8728130,30.0783,-84.1783,0.0162,01/01/1975 - 12/31/1975,NA,0.813,1.314,1.242,0.841,0.835,0.782,0.439,0.251,1.063,0.802
LOWER MATECUMBE KEY HAWK CHANNEL,8723851,24.8683,-80.7033,0.0177,05/01/1971 - 04/30/1972,NA,1.268,1.316,1.272,0.985,0.992,0.974,0.698,0.633,0.683,0.575
NORTH PERDIDO RIVER,8729949,30.5233,-87.4433,0.0187,04/01/1977 - 07/31/1977,NA,1.034,1.317,1.307,1.194,1.185,1.191,1.08,1.064,0.253,0.227
"GLOUCESTER POINT, YORK RIVER",8637624,37.2467,-76.5,0,01/01/1983 - 12/31/2001,NA,0.987,1.319,1.26,0.897,0.894,0.91,0.535,0.5,0.82,0.724
SEBASTIAN INLET,8722004,27.86,-80.4483,0.0192,08/01/1969 - 07/31/1970,NA,1.321,1.32,1.262,0.941,0.953,0.95,0.62,0.579,0.741,0.642
"NE END, ST. GEORGE ISLAND",8728486,29.7667,-84.7,0.0215,09/01/1983 - 09/30/1983,NA,1.04,1.327,1.284,1.046,1.023,0.992,0.808,0.657,0.67,0.475
DIXIE BAY,8727336,28.8817,-82.635,0.0272,07/01/1978 - 08/31/1978,NA,1.045,1.333,1.251,0.994,0.985,1.003,0.737,0.672,0.662,0.514
"ENGLEWOOD, LEMON BAY",8725747,26.9333,-82.3533,0.0184,03/01/1976 - 02/28/1977,NA,1.298,1.337,1.257,1.105,1.103,1.098,0.952,0.859,0.479,0.305
HORSESHOE POINT,8727648,29.4367,-83.2933,0.0147,07/01/1978 - 12/31/1978,NA,0.87,1.338,1.248,0.838,0.824,0.793,0.427,0.247,1.09,0.821
"SIKES CUT, ST. GEORGE ISLAND",8728669,29.6133,-84.9583,0.0171,03/01/1984 - 03/31/1984,NA,1.154,1.344,1.275,1.089,1.087,1.044,0.903,0.744,0.6,0.371
MANASOTA,8725809,27.0117,-82.41,0.027,11/01/1977 - 01/31/1978,NA,1.25,1.352,1.264,1.103,1.106,1.096,0.943,0.84,0.512,0.321
STEINHATCHEE,8727695,29.6717,-83.39,0.0136,07/01/1975 - 06/30/1976,NA,0.851,1.353,1.269,0.832,0.827,0.77,0.395,0.187,1.166,0.874
"COCONUT POINT, ESTERO BAY",8725319,26.4,-81.8433,0.0186,06/01/1973 - 06/30/1973,NA,1.133,1.355,1.274,1.007,1.018,0.977,0.74,0.599,0.755,0.533
SOUTH CARRABELLE BEACH,8728488,29.8017,-84.7367,0.0167,12/01/1977 - 05/31/1978,NA,1.056,1.356,1.299,1.046,1.032,0.982,0.793,0.607,0.749,0.506
"PIMLICO, WEST BRANCH COOPER RIVER",8663539,33.095,-79.9533,0.0187,08/01/1976 - 07/31/1977,NA,0.479,1.358,1.289,1.032,1.035,1.041,0.776,0.725,0.633,0.514
"GRASSY KEY, ATLANTIC SIDE",8723933,24.755,-80.9583,0.0282,06/01/1975 - 06/30/1975,NA,1.333,1.363,1.303,1.046,1.059,1.049,0.789,0.735,0.628,0.513
"BILOXI (CADET POINT), BILOXI BAY",8743735,30.39,-88.8567,0.0065,01/01/1980 - 12/31/1986,NA,0.942,1.364,1.332,1.096,1.097,1.096,0.86,0.827,0.536,0.472
LITTLE MANATEE RIVER,8726436,27.705,-82.4483,0.0277,12/01/1978 - 03/31/1979,NA,1.148,1.364,1.307,1.072,1.072,1.061,0.837,0.758,0.606,0.471
"CLEARWATER BEACH, GULF OF MEXICO",8726724,27.9783,-82.8317,0.0039,01/01/1997 - 12/31/2007; 08/01/2008 - 07/31/2009,NA,1.067,1.369,1.265,0.974,0.98,0.948,0.683,0.528,0.841,0.582
VERO BEACH (OCEAN),8722105,27.67,-80.36,0.0204,08/01/1972 - 07/31/1973,NA,1.101,1.37,1.269,0.753,0.753,0.775,0.237,0.18,1.189,1.032
STOCK ISLAND,8724503,24.5767,-81.7217,0.0196,04/01/1974 - 04/30/1974,NA,1.42,1.37,1.285,1.179,1.174,1.198,1.073,1.026,0.344,0.213
"CAMBRIDGE, CHOPTANK RIVER",8571892,38.5733,-76.0683,0,01/01/1983 - 12/31/2001,NA,1.087,1.372,1.308,1.061,1.06,1.061,0.813,0.75,0.622,0.495
HILLSBOROUGH RIVER ENTRANCE,8726693,27.9467,-82.4617,0.019,07/25/1990 - 08/28/1990,NA,1.051,1.374,1.298,1.001,1.003,0.988,0.703,0.602,0.773,0.595
SEWALL POINT. ST. LUCIE RIVER,8722371,27.175,-80.1883,0.0282,05/01/1973 - 10/31/1973,NA,1.568,1.374,1.348,1.229,1.232,1.225,1.109,1.075,0.299,0.239
"PALMA SOLA BAY, SOUTH",8726233,27.485,-82.645,0.0181,05/01/1977 - 07/31/1977,NA,1.172,1.386,1.307,1.06,1.071,1.051,0.813,0.716,0.669,0.495
"PERDIDO KEY, OLD RIVER",8729974,30.3,-87.4483,0.0241,02/01/1994 - 03/31/1994,NA,1.15,1.389,1.381,1.259,1.257,1.258,1.149,1.142,0.247,0.232
GOMEZ,8722414,27.0933,-80.1367,0.0239,04/01/1973 - 04/30/1973,NA,1.442,1.389,1.351,1.153,1.159,1.151,0.955,0.913,0.477,0.396
"WINEA PLANTATION, BLACK RIVER",8661593,33.535,-79.3883,0.0168,04/01/1982 - 06/30/1982,NA,0.914,1.391,1.357,0.996,1.046,0.989,0.636,0.588,0.803,0.721
DUNEDIN CITY DOCK,8726761,28.0133,-82.7933,0.0152,06/01/1975 - 08/31/1975,NA,1.048,1.391,1.285,0.979,0.99,0.953,0.672,0.515,0.876,0.613
FT. LAUDERDALE BAHIA YACHT CLUB,8722939,26.1133,-80.1083,0.0144,05/01/1970 - 04/30/1971,NA,1.281,1.392,1.357,0.995,0.995,0.988,0.633,0.584,0.808,0.724
HAULOVER INSIDE,8723073,25.9033,-80.125,0.0147,07/01/1974 - 06/30/1975,NA,1.311,1.392,1.372,1.066,1.052,1.056,0.759,0.721,0.671,0.614
"COLONIAL BEACH, POTOMAC RIVER",8635150,38.2517,-76.96,0,01/01/1983 - 12/31/2001,NA,1.106,1.396,1.346,1.097,1.099,1.101,0.849,0.805,0.591,0.498
"SHIELD POINT, BLACKWATER RIVER",8729747,30.5817,-87.015,0.0135,01/01/1993 - 10/31/1993,NA,1.057,1.397,1.366,1.154,1.153,1.155,0.942,0.913,0.484,0.424
JUPITER INLET,8722495,26.9433,-80.0733,0.0106,03/01/1971 - 02/28/1973,NA,1.339,1.397,1.345,0.981,0.982,0.978,0.617,0.559,0.838,0.728
"SARASOTA, SARASOTA BAY",8726083,27.3317,-82.545,0.0346,06/01/1977 - 07/31/1977,NA,1.285,1.405,1.332,1.142,1.135,1.108,0.952,0.81,0.595,0.38
SOUTH PORT EVERGLADES,8722956,26.0817,-80.1167,0.0172,08/01/1973 - 08/31/1973,NA,1.254,1.406,1.372,0.994,0.996,0.983,0.616,0.56,0.847,0.756
"NAPLES BAY, NORTH",8725114,26.1367,-81.7883,0.0129,08/01/1978 - 08/31/1978,NA,1.197,1.407,1.332,1.031,1.045,0.987,0.73,0.567,0.841,0.601
"NEW RIVER, JACKSONVILLE",8656394,34.745,-77.4367,0.0325,04/25/1980 - 05/21/1980,NA,1.337,1.408,1.397,1.315,1.317,1.307,1.234,1.205,0.203,0.163
LAKE WYMAN,8722802,26.37,-80.07,0.0246,04/01/1973 - 04/30/1973,NA,1.394,1.415,1.377,1.051,1.032,1.047,0.725,0.679,0.736,0.653
"PORT EVERGLADES, LAKE MABEL",8722951,26.0917,-80.1233,0.0102,10/01/1970 - 09/30/1973,NA,1.245,1.417,1.382,0.996,0.998,0.989,0.61,0.561,0.856,0.771
"SAFETY HARBOR, OLD TAMPA BAY",8726738,27.9883,-82.685,0.0168,01/01/1991 - 05/31/1991,NA,1.109,1.422,1.316,1.024,1.024,0.997,0.733,0.572,0.85,0.583
"PLACIDA, GASPARILLA SOUND",8725667,26.8333,-82.265,0.0256,08/01/1977 - 12/31/1977,NA,1.382,1.422,1.351,1.227,1.232,1.207,1.102,0.993,0.429,0.249
"PALMETTO BLUFF, ST. JOHNS RIVER",8720653,29.7633,-81.5617,0.026,09/01/1978 - 03/31/1979,NA,1.251,1.424,1.397,1.237,1.232,1.243,1.077,1.062,0.361,0.321
"ALLIGATOR POINT, SW CAPE",8728261,29.895,-84.3883,0.0217,02/01/1977 - 07/31/1977,NA,1.038,1.427,1.36,1.06,1.035,1.004,0.759,0.581,0.846,0.6
"PANAMA CITY, ST. ANDREW BAY",8729108,30.152278,-85.666944,0,01/01/1983 - 12/31/1997; 01/01/1999 - 12/31/2001,NA,1.189,1.428,1.414,1.224,1.222,1.224,1.033,1.019,0.409,0.381
BOCA CIEGA BAY,8726574,27.8083,-82.795,0.0277,08/01/1990 - 08/31/1990,NA,1.191,1.429,1.341,1.085,1.089,1.061,0.829,0.693,0.736,0.512
OZELLO,8727306,28.825,-82.6583,0.0362,10/01/1978 - 11/30/1978,NA,1.35,1.433,1.385,1.311,1.315,1.32,1.237,1.207,0.226,0.148
"PECK LAKE, ST. LUCIE INLET",8722404,27.1133,-80.145,0.0337,10/01/1972 - 12/31/1972,NA,1.521,1.436,1.401,1.208,1.214,1.206,1.016,0.976,0.46,0.385
"CARRABELLE RIVER, ST. GEORGE SOUND",8728464,29.85,-84.665,0.0159,11/01/1977 - 02/28/1978,NA,1.142,1.441,1.384,1.142,1.129,1.084,0.899,0.727,0.714,0.484
"LYNN HAVEN, NORTH BAY",8729102,30.255,-85.6483,0.0198,01/01/1976 - 12/31/1976,NA,1.17,1.445,1.409,1.219,1.217,1.221,1.029,0.997,0.448,0.381
SADDLEBUNCH CHANNEL NO. 4,8724417,24.615,-81.6167,0.0296,05/01/1974 - 05/31/1974,NA,1.379,1.447,1.369,1.256,1.229,1.284,1.143,1.121,0.326,0.227
"WEST LAKE, SOUTH END",8722982,26.0333,-80.1233,0.0218,08/01/1973 - 08/31/1973,NA,1.405,1.447,1.423,1.122,1.124,1.111,0.821,0.775,0.672,0.602
CANOVA,8721804,28.1383,-80.5783,0.0329,06/01/1970 - 08/31/1970,NA,1.13,1.449,1.322,0.81,0.815,0.842,0.297,0.235,1.215,1.025
MANGROVE POINT INSIDE,8726492,27.7417,-82.4667,0.0134,04/01/1977 - 08/31/1977,NA,1.19,1.451,1.364,1.088,1.097,1.069,0.813,0.688,0.763,0.551
LA GRANGE BAYOU,8729333,30.4683,-86.1383,0.0359,08/01/1977 - 11/30/1977,NA,1.296,1.452,1.45,1.388,1.388,1.386,1.325,1.321,0.131,0.124
"BIG TORCH KEY, WEST SIDE",8724264,24.705,-81.4333,0.0209,12/01/1973 - 02/28/1974,NA,1.481,1.452,1.37,1.256,1.277,1.272,1.142,1.092,0.36,0.228
TAVERNIER HAWK CHANNEL,8723747,25.005,-80.5167,0.0196,01/01/1971 - 12/31/1971,NA,1.375,1.453,1.418,1.107,1.113,1.095,0.795,0.737,0.715,0.623
FRENCH QUARTER CREEK,8663781,33.055,-79.88,0.019,08/01/1976 - 10/31/1976,NA,0.677,1.455,1.392,0.967,1.012,0.961,0.543,0.468,0.987,0.849
NORTH MIAMI BEACH,8723050,25.93,-80.12,0.0131,05/01/1973 - 04/30/1974,NA,1.342,1.456,1.424,1.045,1.05,1.035,0.666,0.615,0.841,0.758
FIDDLERS POINT,8728258,30.015,-84.3683,0.0137,09/01/1976 - 09/30/1976,NA,0.972,1.458,1.39,0.984,0.97,0.91,0.578,0.362,1.096,0.813
"ELEVEN MILE, ST. VINCENT SOUND",8728786,29.7067,-85.1533,0.024,12/01/1977 - 05/31/1978,NA,1.23,1.46,1.419,1.248,1.225,1.206,1.077,0.951,0.509,0.342
BAYPORT,8727151,28.5333,-82.65,0.0213,12/01/1978 - 03/31/1979,NA,1.059,1.461,1.344,0.99,0.978,0.98,0.635,0.498,0.963,0.709
"WOODS HOLE, BUZZARDS BAY",8447930,41.5233,-70.6717,0,01/01/1983 - 12/31/2001,NA,1.212,1.469,1.385,1.112,1.096,1.133,0.839,0.797,0.672,0.546
"ESTERO ISLAND, ESTERO BAY",8725351,26.4383,-81.9183,0.0191,06/01/1973 - 06/30/1973,NA,1.345,1.472,1.389,1.12,1.128,1.087,0.851,0.702,0.769,0.539
SHIRED ISLAND,8727604,29.3983,-83.2067,0.0168,09/01/1978 - 11/30/1978,NA,1.015,1.473,1.388,0.981,0.979,0.943,0.575,0.414,1.059,0.813
HILLSBORO INLET OCEAN,8722862,26.2567,-80.08,0.0146,12/01/1970 - 07/31/1971,NA,1.364,1.48,1.44,1.056,1.055,1.051,0.673,0.621,0.859,0.767
"HILLSBORO INLET, INSIDE",8722861,26.2583,-80.0817,0.0146,05/01/1970 - 04/30/1971,NA,1.347,1.481,1.439,1.06,1.058,1.057,0.68,0.632,0.85,0.759
INDIAN BLUFF ISLAND,8726853,28.1033,-82.7783,0.0164,11/01/1975 - 11/30/1975,NA,1.137,1.484,1.378,1.05,1.059,1.019,0.722,0.554,0.93,0.657
"WHISKEY CREEK, SOUTH ENTRANCE",8722971,26.055,-80.1133,0.0187,08/01/1973 - 08/31/1973,NA,1.359,1.486,1.459,1.122,1.117,1.111,0.785,0.736,0.751,0.674
"OCEAN REEF HARBOR, KEY LARGO",8723519,25.3083,-80.2767,0.0149,02/01/1971 - 01/31/1972,NA,1.402,1.486,1.477,1.127,1.136,1.1,0.778,0.714,0.772,0.7
"SMITH'S DOCK, MURRELLS INLET",8661559,33.545,-79.045,0.0165,02/01/1975 - 01/31/1976,NA,0.846,1.492,1.373,0.719,0.748,0.751,0.066,0.011,1.481,1.307
THE KITCHEN,8726572,27.82,-82.3867,0.0177,12/01/1978 - 12/31/1978; 02/01/1979 - 03/31/1979,NA,1.215,1.492,1.406,1.132,1.131,1.124,0.858,0.756,0.736,0.547
PUNTA GORDA,8725744,26.9283,-82.065,0.0181,07/01/1977 - 02/28/1978,NA,1.397,1.493,1.414,1.223,1.221,1.194,1.032,0.895,0.598,0.382
ST. TERESA BEACH,8728311,29.9283,-84.4467,0.0143,04/01/1976 - 05/31/1976,NA,1.152,1.495,1.431,1.134,1.118,1.077,0.836,0.658,0.837,0.594
"BOGIE CHANNEL LANDING, BIG PINE KEY",8724193,24.6967,-81.3483,0.0201,10/01/1974 - 10/31/1974,NA,1.534,1.497,1.429,1.308,1.326,1.314,1.188,1.131,0.366,0.241
ANCLOTE RIVER,8726924,28.1717,-82.785,0.0135,04/01/1975 - 02/29/1976,NA,1.17,1.5,1.39,1.061,1.07,1.032,0.732,0.564,0.936,0.658
EVERGLADES CITY,8724948,25.8583,-81.3867,0.0131,02/01/1978 - 01/31/1979,NA,1.27,1.502,1.429,1.085,1.065,1.07,0.74,0.638,0.864,0.689
"EDGEWATER, INDIAN RIVER",8721191,28.9883,-80.9,0.0345,03/01/1979 - 03/31/1979,NA,1.278,1.504,1.442,1.139,1.128,1.161,0.836,0.818,0.686,0.605
PALM BEACH,8722607,26.7333,-80.0417,0.0165,05/01/1970 - 04/30/1971,NA,1.373,1.504,1.444,1.034,1.038,1.036,0.624,0.568,0.936,0.82
"VALPARISO, BOGGY BAYOU",8729501,30.5033,-86.4933,0.0198,11/01/2009 - 10/31/2010,NA,1.314,1.507,1.506,1.424,1.425,1.424,1.342,1.341,0.166,0.164
"W QUEEN ISABELLA CAUSEWAY, PORT ISABEL",8779739,26.0717,-97.1917,0.0084,01/01/1974 - 12/31/1975,NA,1.373,1.51,1.497,1.337,1.343,1.329,1.178,1.148,0.362,0.319
"CUTLER, BISCAYNE BAY",8723289,25.615,-80.305,0.0156,01/01/1971 - 12/31/1971,NA,1.455,1.512,1.494,1.199,1.197,1.188,0.903,0.863,0.649,0.591
"TWIN RIVERS MARINA, CRYSTAL RIVER",8727348,28.905,-82.6383,0.0202,01/01/1977 - 06/30/1977,NA,1.145,1.514,1.414,1.124,1.118,1.128,0.834,0.741,0.772,0.58
CASEY KEY,8725916,27.1533,-82.4833,0.023,10/01/1977 - 12/31/1977,NA,1.366,1.518,1.426,1.234,1.24,1.238,1.041,0.958,0.559,0.385
"WEST TAMPA, HILLSBOROUGH RIVER",8726711,27.96,-82.4683,0.0192,12/01/1976 - 01/31/1977,NA,1.235,1.521,1.446,1.144,1.15,1.128,0.842,0.735,0.787,0.604
"HARBOUR HEIGHTS, PEACE RIVER",8725791,26.9883,-81.9933,0.0245,12/01/1977 - 03/31/1978,NA,1.371,1.521,1.443,1.242,1.242,1.214,1.041,0.906,0.614,0.402
"JUPITER SOUND, SOUTH END",8722491,26.9517,-80.08,0.0269,11/01/1972 - 12/31/1972,NA,1.468,1.524,1.473,1.177,1.179,1.175,0.88,0.825,0.7,0.593
"NAPLES, GULF OF MEXICO",8725110,26.1317,-81.8075,0,01/01/1983 - 12/31/1986; 01/01/1989 - 12/31/2001,NA,1.349,1.527,1.45,1.144,1.155,1.09,0.837,0.653,0.875,0.613
BLACKWATER RIVER,8729753,30.6367,-87.0283,0.0202,01/01/1993 - 10/31/1993,NA,1.168,1.529,1.491,1.276,1.277,1.277,1.061,1.024,0.505,0.43
"BLUFF PLANTATION, COMBAHEE RIVER",8666359,32.6833,-80.7383,0.0095,01/01/1981 - 12/31/1983,NA,0.756,1.53,1.476,0.989,1.071,0.963,0.502,0.396,1.133,0.974
"HURST HAMMOCK, PERDIDO RIVER",8729943,30.4583,-87.4083,0.0198,07/01/1977 - 07/31/1977,NA,1.281,1.535,1.527,1.42,1.408,1.415,1.313,1.295,0.24,0.215
MOBBLY BAYOU,8726769,28.0217,-82.655,0.0271,08/01/1990 - 08/31/1990,NA,1.227,1.541,1.434,1.245,1.23,1.272,1.056,1.003,0.538,0.378
